station_id,count,station_area,station_name,%barren,%cropland,%forest,%grassland,%urban,%water,%wetland
02GB001,5753625,5200.519621,GRAND RIVER AT BRANTFORD,1.305316214,71.48800973,15.07939777,0.38497469,10.03509961,1.183306177,0.523895805
02GB006,183457,165.1076811,HORNER CREEK NEAR PRINCETON,0.127550325,78.59007833,15.81896575,0.223485612,4.770600195,0.415901274,0.053418512
02GB007,430421,388.643412,FAIRCHILD CREEK NEAR BRANTFORD,1.235999173,67.81035312,19.35755923,0.539007158,10.45580954,0.336647143,0.264624635
02GB008,428735,385.8653902,WHITEMANS CREEK NEAR MOUNT VERNON,0.453660186,77.58918679,15.7395594,0.199890375,5.716584837,0.251204124,0.049914283
02GB010,191999,172.7843168,MCKENZIE CREEK NEAR CALEDONIA,0.548961193,62.65449299,31.36891338,0.305730759,4.512523503,0.49531508,0.114063094
02GC002,367639,330.8813688,KETTLE CREEK AT ST. THOMAS,0.604397248,82.5867223,8.712894987,0.062289365,7.673288198,0.240453271,0.119954629
02GC006,410962,369.8316811,BIG CREEK NEAR DELHI,1.012745704,79.39128192,12.91214273,0.263041352,6.142660392,0.138455624,0.139672281
02GC007,629737,566.7337733,BIG CREEK NEAR WALSINGHAM,1.042975083,76.62675053,15.84089866,0.247404869,5.897223762,0.199289545,0.145457548
02GC008,159705,143.7553595,LYNN RIVER AT SIMCOE,1.969255815,67.51322751,19.69130585,0.437681976,10.02285464,0.283021821,0.08265239
02GC010,393435,354.1052234,BIG OTTER CREEK AT TILLSONBURG,0.748281165,80.89925909,12.03604153,0.194695439,5.810362576,0.226466888,0.084893311
02GC011,171172,154.0392511,BIG CREEK NEAR KELVIN,0.41361905,80.99397098,13.51973454,0.137288809,4.82847662,0.041478747,0.065431262
02GC017,112303,101.0806372,BIG OTTER CREEK ABOVE OTTERVILLE,0.396249432,79.24187243,14.57218418,0.224392937,5.280357604,0.262682208,0.022261204
02GC018,327212,294.4971293,CATFISH CREEK NEAR SPARTA,0.625282691,85.70376392,7.751549454,0.113687762,5.572534015,0.160140826,0.073041331
02GC021,103506,93.15285723,VENISON CREEK NEAR WALSINGHAM,0.207717427,70.27611926,24.31936313,0.168106197,4.839332986,0.091782119,0.097578884
02GC022,196874,177.1669978,NANTICOKE CREEK AT NANTICOKE,1.406483335,77.82134766,11.46723285,0.312890478,7.335656308,1.405975395,0.25041397
02GC026,738388,664.5470657,BIG OTTER CREEK NEAR CALTON,0.697465289,76.23282069,16.5633786,0.156150967,6.13322535,0.149108599,0.067850507
02GC029,148983,134.0810281,KETTLE CREEK ABOVE ST. THOMAS,0.120819154,87.62476256,7.090070679,0.014766785,4.888477209,0.238953438,0.022150178
02GC030,140774,126.7011717,CATFISH CREEK AT AYLMER,0.656371205,85.64933866,8.014974356,0.076718712,5.434952477,0.097319107,0.070325486
02GC031,110627,99.56096483,DODD CREEK BELOW PAYNES MILLS,0.524284307,85.77291258,6.306778635,0.100337169,7.179983187,0.032541785,0.083162338
02GD001,1486770,1338.100895,THAMES RIVER NEAR EALING,1.05826725,77.7744372,10.54446888,0.164181413,9.663835025,0.618656551,0.176153675
02GD003,1562701,1416.282178,NORTH THAMES RIVER BELOW FANSHAWE DAM,0.526908219,84.77757421,8.111212574,0.104370574,5.606510778,0.78863455,0.084789093
02GD004,291568,262.4022353,MIDDLE THAMES RIVER AT THAMESFORD,0.143362783,83.58976294,10.73540306,0.093974647,5.242687812,0.148850354,0.045958404
02GD009,165849,149.2702219,TROUT CREEK NEAR ST. MARYS,0.549897799,76.73606715,15.61480624,0.167019397,4.367225609,2.498658418,0.066325392
02GD010,158261,144.3512385,FISH CREEK NEAR PROSPECT HILL,0.211043782,90.65404616,5.374034032,0.064450496,3.628815691,0.063186761,0.004423073
02GD011,97500,87.75050966,CEDAR CREEK AT WOODSTOCK,1.251282051,74.90564103,10.29333333,0.16,12.97230769,0.230769231,0.186666667
02GD014,343314,315.3971446,NORTH THAMES RIVER NEAR MITCHELL,0.25312105,90.30275491,4.284707294,0.080392876,4.823281311,0.208555433,0.047187123
02GD015,1459396,1323.296042,NORTH THAMES RIVER NEAR THORNDALE,0.44922694,85.11185449,8.051961222,0.096204183,5.608758692,0.598192677,0.083801792
02GD016,566618,509.9464344,THAMES RIVER AT INGERSOLL,1.078504389,77.03020377,9.907909738,0.177368174,10.74109894,0.88225224,0.182662746
02GD018,155979,140.3519791,AVON RIVER BELOW STRATFORD,1.433526308,73.45347771,10.3539579,0.111553478,14.01150155,0.472499503,0.163483546
02GD021,165384,148.8551636,THAMES RIVER AT INNERKIP,0.182605331,86.16492526,8.125937213,0.110046921,5.25867073,0.146326126,0.011488415
02GD027,161245,145.1354907,REYNOLDS CREEK NEAR PUTNAM,0.19473472,86.62160067,8.056683928,0.063257775,4.627740395,0.372104561,0.06387795
02GD028,41471,37.32681254,STONEY CREEK AT LONDON,2.338983868,66.57664392,7.815099708,0.142268091,21.84900292,0.542547804,0.735453691
02GE002,3413937,3082.608824,THAMES RIVER AT BYRON,0.890379641,79.37489766,9.190913599,0.142299052,9.520708789,0.701301752,0.179499505
02GE003,4844156,4370.375881,THAMES RIVER AT THAMESVILLE,0.779867535,78.75654706,10.1079734,0.119814473,9.35075171,0.721942068,0.163103748
02GE005,165103,148.5857904,DINGMAN CREEK BELOW LAMBETH,2.153807017,62.50582969,8.396576682,0.206537737,25.80025802,0.488785788,0.44820506
02GE006,4227837,3815.707943,THAMES RIVER NEAR DUTTON,0.876736733,78.27579445,9.858161514,0.134820713,9.938722803,0.738628287,0.177135495
02GE007,226445,203.7962393,MCGREGOR CREEK NEAR CHATHAM,0.21241361,89.82843516,1.799995584,0.040186359,7.560334739,0.450440504,0.108194043
02GE008,94516,85.66296022,OXBOW CREEK NEAR KILWORTH,0.162935376,84.68195861,9.254517754,0.100512083,5.721782555,0.078293622,0
02GG002,773773,701.1790315,SYDENHAM RIVER NEAR ALVINSTON,0.442765514,84.09895409,9.382855178,0.098220021,5.685776061,0.18532567,0.10610347
02GG003,1271721,1149.322027,SYDENHAM RIVER AT FLORENCE,0.298335877,84.15831774,9.854284076,0.077454096,5.335604272,0.206413199,0.069590736
02GG005,185371,170.5938779,SYDENHAM RIVER AT STRATHROY,0.696441191,82.1908497,8.758651569,0.084155558,7.926806243,0.181797584,0.161298153
02GG006,273809,248.7221028,BEAR CREEK NEAR PETROLIA,0.098608884,87.20129725,7.670310326,0.230087397,4.489991198,0.228261306,0.081443634
02GG009,587923,535.608101,BEAR CREEK BELOW BRIGDEN,0.236255428,86.91495315,7.448254278,0.257346625,4.639383048,0.236935789,0.266871682
02GG013,237064,213.3575584,BLACK CREEK NEAR BRADSHAW,0.103347619,88.05681166,7.578966018,0.206273411,3.752573145,0.03248068,0.269547464
02GH011,61393,55.2569403,LITTLE RIVER AT WINDSOR,1.751013959,55.17892919,1.41872852,0.478881957,35.48775919,0.153111918,5.531575261
4159492,1281704,1197.787,"BLACK RIVER NEAR JEDDO, MI",0.076304669,76.20097932,7.384466304,0.159943325,6.132461161,0.432705211,9.613140007
4159900,486988,438.7401,"MILL CREEK NEAR AVOCA, MI",0.232859947,65.04657199,14.91166107,0.253599678,5.4541385,0.503092479,13.59807634
4160600,426652,390.8754,"BELLE RIVER AT MEMPHIS, MI",0.053204954,60.62200576,14.90746557,0.38415383,9.121251043,0.705493001,14.20642585
4161000,344500,320.796,"CLINTON RIVER AT AUBURN HILLS, MI",0.407256894,2.133236575,12.94542816,0.407837446,61.04296081,10.7329463,12.33033382
4161820,876665,802.8077,"CLINTON RIVER AT STERLING HEIGHTS, MI",0.989887813,7.557276725,20.80714982,0.802016734,49.28005567,6.548909789,14.01470345
4163400,52279,47.04358,"PLUM BROOK AT UTICA, MI",0,0.051645976,2.633944796,0.055471604,92.35065705,1.507297385,3.400983186
4164000,1256628,1143.005,"CLINTON RIVER NEAR FRASER, MI",0.667978113,5.281992762,14.84568225,0.570733741,63.75323485,4.707041384,10.1733369
4164100,61109,54.9972,"EAST POND CREEK AT ROMEO, MI",0.248735865,20.05432915,39.78791995,0.801845882,17.93189219,2.493904335,18.68137263
4164300,36450,32.8032,"EAST BRANCH COON CREEK AT ARMADA, MI",0,77.14403292,5.146776406,0.065843621,8.068587106,0.032921811,9.541838134
4164500,568806,511.9173,"NORTH BRANCH CLINTON RIVER NEAR MT. CLEMENS, MI",0.213429535,52.60493033,17.61532051,0.531112541,14.59636502,0.614093382,13.82474868
4165500,2089475,1892.565,"CLINTON RIVER AT MORAVIAN DRIVE AT MT. CLEMENS, MI",0.518934182,19.05047919,14.85033322,0.538029888,51.59506575,3.069431316,10.37772646
4166500,528835,475.9533,"RIVER ROUGE AT DETROIT, MI",0.002080044,0.114213318,4.410260289,0.034226176,92.12457572,1.338602778,1.976041677
4167000,254991,229.4964,"MIDDLE RIVER ROUGE NEAR GARDEN CITY, MI",0.410994898,8.763838724,9.810934504,0.241577154,73.43004263,0.845912209,6.496699884
4168580,30609,27.5535,"ECORSE RIVER AT DEARBORN HEIGHTS, MI",0.160083636,5.119409324,15.62939005,1.277402071,76.48404064,0.202554804,1.127119475
4172000,893674,829.2179,"HURON RIVER NEAR HAMBURG, MI",0.82569259,8.555356875,21.18535394,0.602009234,45.03845921,6.38308824,17.4100399
4173500,346083,326.322,"MILL CREEK NEAR DEXTER, MICH.                  .",0.265832185,47.41954965,16.95662601,0.318709674,9.879999884,2.127524322,23.03175828
4174500,2059142,1928.162,"HURON RIVER AT ANN ARBOR, MI",0.522644869,22.22945285,21.98245677,0.435181255,29.23538056,4.850758228,20.74412547
4174518,29164,26.2431,"MALLETTS CREEK AT ANN ARBOR, MI",0.099437663,1.505280483,2.119050885,0.188588671,93.67370731,0.192017556,2.221917432
4175600,357816,330.7972,"RIVER RAISIN NEAR MANCHESTER, MI",0.236993315,41.10017439,17.33879983,0.342075257,9.926330852,5.150971449,25.90465491
4176000,1315082,1195.18,"RIVER RAISIN NEAR ADRIAN, MI",0.144173519,53.35142599,15.955583,0.249642228,11.28728095,3.049239515,15.9626548
4176500,2971507,2685.966,"RIVER RAISIN NEAR MONROE, MI",0.182028849,66.87263399,10.89359709,0.175803052,10.41451358,1.627894533,9.833528913
4177000,381988,343.7883,Ottawa River at University of Toledo Toledo OH,0.838246228,61.04144633,7.002314209,0.368597966,28.93153712,0.345560594,1.472297559
4177720,89763,84.11671,"FISH CREEK AT HAMILTON, IND.",0,61.4707619,6.960551675,0.080211223,7.094237046,5.445450798,18.94878736
4178000,1749576,1600.184,"ST. JOSEPH RIVER NEAR NEWVILLE, IN",0.068130793,69.04501433,9.544083824,0.138890794,6.307928321,1.505736247,13.39021569
4179520,272547,248.2362,"CEDAR CREEK AT 18TH STREET AT AUBURN, IN",0.038892375,73.48640785,8.935339593,1.203095246,9.689337986,0.589623074,6.057303878
4180000,766397,697.6814,"CEDAR CREEK NEAR CEDARVILLE, IND.",0.0384918,68.98252472,12.04349704,0.869653717,10.28292125,0.989174018,6.793737449
4180500,2989204,2716.033,"ST. JOSEPH RIVER NEAR FORT WAYNE, IN",0.055299003,69.39794005,10.67531691,0.361066023,7.864468266,1.375784323,10.27012542
4180988,810155,761.9985,St. Marys River at Rockford OH,0.035672186,83.56302189,6.478389938,0.492004616,7.964031574,0.197739939,1.269139856
4181500,1599648,1490.114,"ST. MARYS RIVER AT DECATUR, IND.",0.027506051,85.10466053,5.763017864,0.440346876,7.432572666,0.183790434,1.048105583
4182000,1998520,1849.108,"ST. MARYS RIVER NEAR FORT WAYNE, IND.",0.052238657,84.55917379,6.210795989,0.455737246,7.479384745,0.219962772,1.022706803
4182950,5314713,4869.313,"MAUMEE RIVER AT COLISEUM BLVD AT FORT WAYNE, IN",0.064951767,72.69799893,8.748920215,0.410012733,10.87240271,0.942854299,6.262859349
4183000,5370056,5039.881,"MAUMEE RIVER AT NEW HAVEN, IND.",0.066628728,72.44300618,8.716892338,0.407146592,11.14385027,0.949822497,6.272653395
4183500,5873991,5372.66,Maumee River at Antwerp OH,0.072659287,72.74525957,8.351238536,0.404801437,11.65282684,0.96258234,5.810631988
4184500,591410,534.7152,BEAN C AT POWERS OH,0.02570129,66.43817318,11.87112156,0.135439036,6.297492433,2.147410426,13.08466208
4185000,1179507,1064.001,Tiffin River at Stryker OH,0.179312204,75.24558989,7.765023862,0.090546305,6.470415182,1.180238863,9.06887369
4185440,12276,11.0475,Unnamed Tributary to Lost Creek near Farmers OH,0,84.55522972,9.17236885,0,4.545454545,0.382860867,1.344086022
4186500,916303,858.4164,Auglaize River near Fort Jennings OH,0.056094982,82.46758987,6.958178681,0.390591322,9.02114257,0.355668376,0.7507342
4188337,399030,369.3456,Blanchard River below Mt. Blanchard OH,0.179936346,85.48630429,6.687717715,0.49545147,6.393754856,0.267899657,0.488935669
4188400,662828,606.7548,Blanchard River above Findlay OH,0.116319769,85.86345176,6.266935012,0.391353413,6.197837146,0.470559481,0.693543423
4188433,53757,48.3822,Lye Creek above Findlay OH,0,89.61809625,4.979816582,0.515281731,4.373383931,0.174860948,0.33856056
4188496,149688,134.7102,Eagle Creek above Findlay OH,0.00534445,82.30653092,9.408235797,0.501710224,7.321896211,0.194404361,0.26187804
4189000,998993,909.2952,Blanchard River near Findlay OH,0.097598281,80.27313505,6.462307544,0.464467719,11.27084975,0.685390188,0.746251475
4191500,6654844,6038.764,Auglaize River near Defiance OH,0.107215135,83.03982783,5.269484905,0.404908064,9.700182303,0.534287505,0.944094257
4192500,15678212,14248.29,Maumee River near Defiance OH,0.111977055,78.14999568,6.809622169,0.346315001,10.02405759,0.76602485,3.79200766
4193500,17945795,16409.35,Maumee River at Waterville OH,0.108889018,79.11249404,6.454860317,0.333827507,9.743162674,0.797289839,3.449476604
4195500,1200031,1080.029,Portage River at Woodville OH,0.211494536,85.04155309,4.640380124,0.245160333,8.503530325,0.512736754,0.845144834
4195820,1406841,1266.16,Portage River near Elmore OH,0.338133449,83.97715165,5.358245886,0.292925782,8.488023878,0.627363007,0.918156352
4196000,227617,230.8833,Sandusky River near Bucyrus OH,0.069854185,71.09881951,13.97786633,0.247784656,13.20595562,0.861534947,0.538184758
4196500,788925,764.8281,SANDUSKY R NR UPPER SANDUSKY OH,0.335519853,78.17650601,11.00269354,0.403713915,8.78828786,0.640238299,0.65304053
4196800,667562,608.067,Tymochtee Creek at Crawford OH,0.029959764,84.55858782,8.631857415,0.449696058,4.552535944,0.709297414,1.068065588
4197100,427322,388.2105,Honey Creek at Melmore OH,0.202423465,82.87380477,9.040957404,0.1383032,5.704831485,0.144387605,1.895292075
4197170,105782,95.20831,Rock Creek at Tiffin OH,0.010398745,79.73379214,12.36977936,0.423512507,7.177024447,0.061447127,0.224045679
4198000,3529941,3243.828,Sandusky River near Fremont OH,0.332158526,81.44002973,9.449449722,0.373887269,7.077625377,0.554598505,0.772250868
4199000,1032274,947.3742,Huron River at Milan OH,0.187547105,74.82131682,14.86155807,0.094064173,8.348074252,0.573394273,1.114045302
4199155,67062,60.3603,Old Woman Creek at Berlin Rd near Huron OH,0.023858519,73.50809698,18.69613194,0.243058662,6.666964898,0.113327965,0.748561033
4199500,725847,672.3603,VERMILION R NR VERMILION OH,0.018874501,66.57008984,24.04638994,0.243026423,6.034467319,0.480817583,2.606334393
4200500,1103533,1026.93,Black River at Elyria OH,0.064157574,57.01061953,25.15303122,0.388842019,11.47305971,0.505195585,5.405094365
4201500,753097,690.6969,Rocky River near Berea OH,0.053910718,23.27269927,33.2905323,0.518127147,39.40581359,0.547207066,2.911709913
4202000,427899,390.1275,Cuyahoga River at Hiram Rapids OH,0.191867707,29.19941388,46.39015282,1.311524449,10.9254754,2.98411541,8.997450333
4206000,1088985,1047.329,Cuyahoga River at Old Portage OH,0.341418844,26.24847909,33.41102035,1.180089717,28.95512794,3.127040317,6.73682374
4207200,246789,222.1038,Tinkers Creek at Bedford OH,0.232182148,6.533516486,23.52009206,1.126063155,62.70700882,1.707126331,4.174010997
4208000,1958001,1837.508,Cuyahoga River at Independence OH,0.244330825,17.40974596,35.29977768,1.134218011,38.91688513,2.186260375,4.808782018
4208460,51963,46.7658,Mill Creek at Garfield Hts OH,0.034640032,0.277120259,3.194580759,1.345187922,94.86172854,0.267498027,0.019244462
4208504,2191459,2043.611,Cuyahoga River near Newburgh Heights OH,0.223002119,15.66184902,32.38267291,1.206000204,44.25348592,1.972795293,4.300194528
4209000,708211,637.3935,Chagrin River at Willoughby OH,0.145719284,10.283376,48.84448279,1.163353859,37.33689536,0.706286686,1.519886023
4212100,1932155,1784.892,Grand River near Painesville OH,0.084413518,33.65759993,43.12190275,1.707989266,8.136614299,0.639751987,12.65172825
4213000,487094,455.2974,Conneaut Creek at Conneaut OH,0.031616074,30.17241025,49.84274083,1.021568732,6.562798967,0.235067564,12.13379758
4213075,12946,11.6514,"Brandy Run near Girard, PA",0.208558628,28.55708327,51.05051753,0.965549204,15.30202379,0.185385447,3.730882126
4213500,1208467,1128.811,CATTARAUGUS CR AT GOWANDA NY,0.155238,31.1444996,58.23940579,0.964279538,5.495805843,0.552104443,3.448666782
4214500,409283,368.3547,BUFFALO CREEK AT GARDENVILLE NY,0.011972156,40.43803432,44.81691153,0.553406811,7.951222015,0.38164302,5.846810153
4215000,275564,248.0184,CAYUGA CREEK NR LANCASTER NY,0.013064116,41.81750882,43.24077165,0.673890639,6.07372516,0.33785255,7.843187064
4215500,389705,350.7246,CAZENOVIA CREEK AT EBENEZER NY,0.082883207,20.92608512,62.42516776,0.744922441,11.45815424,0.341540396,4.021246841
4216418,206018,196.4727,TONAWANDA CREEK AT ATTICA NY,0.024269724,38.92329796,49.75633197,0.727606326,5.432535021,0.862060597,4.273898397
4217000,380439,443.268,TONAWANDA CREEK AT BATAVIA NY,0.11250161,43.5654599,39.75565071,0.72784336,6.842621288,0.989909026,8.006014105
4218000,874663,896.9733,TONAWANDA CREEK AT RAPIDS NY,0.071570422,45.48689038,28.49257371,0.528546423,7.484482595,0.699812385,17.23612408
4218518,244776,220.2912,ELLICOTT CREEK BELOW WILLIAMSVILLE NY,2.35439749,29.53026441,28.39616629,0.930646795,18.12146616,0.893469948,19.77358891
